key;value
16218709525253849345;Hyperspace Turret HP Display
16219058607310766337;Acquire all rare gatherable knowledge
16219510351970959568;Acorn Mace (+9)
16220367743407359120;Wynstan
16220367743407359121;A Greymane quartermaster. He stays busy tracking down trade partners to keep supplies steady, but he is also a deft craftsman himself. From tools and equipment to all kinds of consumables, he makes what the group needs by hand.
16220367743407359135;A Greymane quartermaster. He stays busy tracking down trade partners to keep supplies steady, but he is also a deft craftsman himself. From tools and equipment to all kinds of consumables, he makes what the group needs by hand.
16220367743407360144;Wynstan
16220367743407360145;A Greymane quartermaster. He stays busy tracking down trade partners to keep supplies steady, but he is also a deft craftsman himself. From tools and equipment to all kinds of consumables, he makes what the group needs by hand. Seeing his comrades put his handiwork to good use gives him the greatest satisfaction.
16220430359735566593;Rodbel Fishing Dock Close Filter
16220487495685505281;Rebel Suppression
16220487495685505282;Rebels are advancing with siege towers to besiege the fortress. Dismantle the towers to halt their assault.
16220487495685505285;The destruction of the siege towers has stalled the rebels' advance. Your forces have now fully surrounded the enemy, effectively cutting off their escape and sealing their fate.
16221742669812991120;Metal Water Bottle
16221742669812991121;A metal container meticulously crafted by an artisan. A metal water bottle, simple and easy to use. Its narrow, sloped mouth makes pouring water convenient.
16221742669812991135;A metal container meticulously crafted by an artisan. A metal water bottle, simple and easy to use. Its narrow, sloped mouth makes pouring water convenient.
16222175538091917569;Delesyia Bounty Hunter Level 4
16222991998489985232;Saint's Blessing (+9)
16223634748935766273;Pororin Exile I
16223753397407318192;Follow and kidnap the target.
16223757138323834000;Tiger Mimic Queen Butterfly
16223757138323834001;An elegantly dressed insect, gliding gracefully in the air. Its wings feature a vivid orange base, and thick black stripes stretch across the forewings. The tips of its forewings are tinged with black, with rows of white spots above them.
16223757138323834015;An elegantly dressed insect, gliding gracefully in the air. Its wings feature a vivid orange base, and thick black stripes stretch across the forewings. The tips of its forewings are tinged with black, with rows of white spots above them.
16224243959981932720;Control
16224385513514074320;Sahazhad Plate Armor (+9)
16224872794733674753;Finding Wooly, the Sheep
16225437634472707216;Abyss Nexus
16225437634472707217;Abyss Nexus
16225437634472707231;Abyss Nexus
16225837319834304720;Lanford Hammer (+10)
16226091431574373520;Loop of Life
16226091431574373521;Abyss Gate
16226091431574373535;Abyss Gate
16226091431574374544;Loop of Life
16226091431574374545;Abyss Gate
16227170658071609520;Filling Pan-Fried Marinated Fish (Fish)
16227419096159880336;Ancient Ruins
16227419096159880337;A remnant of ancient construction.
16227419096159880351;A remnant of ancient construction.
16227419096159881360;Ancient Ruins
16227419096159881361;A remnant of ancient construction.
16227721006590985360;Rulupee
16227721006590985361;A cat enthusiast with mysterious powers. He's impossible to miss—always dressed in bright, colorful outfits. He may look young, but no one's worked out his true age, leaving everyone to wonder who or what he really is. Curiosity keeps him roaming around different places, leaving small gifts such as pendants for those he deems kind-hearted.
16227721006590985375;A cat enthusiast with mysterious powers. He's impossible to miss—always dressed in bright, colorful outfits. He may look young, but no one's worked out his true age, leaving everyone to wonder who or what he really is. Curiosity keeps him roaming around different places, leaving small gifts such as pendants for those he deems kind-hearted.
16228468159101796528;Listen to the man.
16228704197619482832;Lascaux Leather Boots (+6)
16229732266761257217;Windcrest Outpost Fundamentalist Goblin Reinforcements
16230154668204884176;Leofric Musket (+4)
16230188134590055568;Steinnfell Fortress Gate
16230188134590055569;The gateway to Steinnfell Fortress.
16230188134590055583;The gateway to Steinnfell Fortress.
16230188134590056592;Steinnfell Fortress Gate
16230188134590056593;The gateway to Steinnfell Fortress.
16230321428900086165;{StaticInfo:Item:Folorin_Earring#Flower Petal Earring}
16230321428900086166;Press {Key:HudQuickSlotPress} to equip it from the earring tab.<br/>    Hold {Key:HudSkillSlotPress} and select {StaticInfo:Item:Folorin_Earring} from the special equipment tab.<br/>Release {Key:HudSkillSlotPress}, then press {Key:Key_Skill_5} to use it.<br/>    Plays a melody.<br/><br/>    Use the earring again to stop the melody.
16230394383214575873;The Count's Reward
16230394383214575874;Return to Count Elemore and deliver the news. It's time to bring this fight to an end with the ritual.
16230394383214575877;Count Elemore expressed his gratitude. His resolve has now been proven through actions, not words.
16230569484736266448;Ignir(+8)
16231083837134733520;Competition Sword (+10)
16232283975551287552;Crimson Desert Thug and Bandit Camp Schedule
16233538548383350992;Blackwing Leather Gloves (+10)
16233574969706021072;Chillfallen Sword (+5)
16235908799362236944;Recapture Stronghold
16237249292752912592;Rhett's Longsword (+1)
16237268126184505601;Hexe Region Crow Trigger
16237887434698784976;Varnian Dagger (+8)
16237996539753005264;White Bloodwind Cloth Cloak (+6)
16238222979018785936;Garnet
16238222979018785937;A reddish mineral known as garnet or red gemstone. Its glow, resembling fire and blood, symbolizes power and authority, making it highly popular for use in jewelry and seal decorations. It is found irregularly embedded in the rock faces of steep mountainous regions.
16238222979018785951;A reddish mineral known as garnet or red gemstone. Its glow, resembling fire and blood, symbolizes power and authority, making it highly popular for use in jewelry and seal decorations. It is found irregularly embedded in the rock faces of steep mountainous regions.
16238417730015854960;Cannot be examined.
16238645406232215728;Type
16238774521539068080;Use Crow Charge to eliminate the Crowcaller.
16239155132950905089;Listen to the guard's heroic tales
16239413939090227457;
16240309096174059696;Zesty Fine Meal
16240914342965412016;Figure out the residence of the guild's leader.
16241222000062759169;Righteous Inquisitor Schedule after Thorel, Caliburn's Coronation
16241299047481083024;Craig
16241299047481083025;A back-alley merchant of the Odeck Floodgate. Even the locals wonder why he came all the way to such a remote place. Still, he reliably brings in hard-to-get goods, so they would rather not ask questions.
16241299047481083039;A back-alley merchant of the Odeck Floodgate. Even the locals wonder why he came all the way to such a remote place. Still, he reliably brings in hard-to-get goods, so they would rather not ask questions.
16242209842540839120;Thalwynd Warhammer (+5)
16242251512313545872;Grannard's Poster
16242251512313545873;Grannard's Poster
16242251512313545887;Grannard's Poster
16242421163521736912;Rueconec Cloth Cap (+8)
16244516510561730736;Find the suspicious person who appears at night.
16245561016543347856;Anders
16245561016543347857;A Greymane combatant. Born to a once-great house now fallen to ruin, he fled north after losing everything. Joining the Greymanes marked the start of a brand new life for him, and he now gives his all for the group.
16245561016543347871;A Greymane combatant. Born to a once-great house now fallen to ruin, he fled north after losing everything. Joining the Greymanes marked the start of a brand new life for him, and he now gives his all for the group.
16245561016543348880;Anders
16245561016543348881;A Greymane combatant. Born to a once-great house now fallen to ruin, he fled north after losing everything. Joining the Greymanes marked the start of a brand new life for him, and he now gives his all for the group. He is known for his fear towards spirit, and once fainted on the spot when stumbling into a Woodland Spirit.
16245561016543349904;Anders
16245561016543349905;A Greymane combatant. Born to a once-great house now fallen to ruin, he fled north after losing everything. Joining the Greymanes marked the start of a brand new life for him, and he now gives his all for the group. He is known for his fear towards spirit, and once fainted on the spot when stumbling into a Woodland Spirit.
16245711795665240321;Balthazar, the Wyvernflame
16245711795665240322;The leader of the Wyvernflames awaits in the deepest part of Fort Windridge.
16245711795665240325;Balthazar, the Wyvernflame was defeated.
16245846185191932161;Obtain azurite
16245857738653958401;Black Bear Making Sure the Person Is Dead - Calphade Farmhouse
16245964056274403585;Bounty Notice - Gunder
16245964056274403586;An outlaw has a bounty for pickpocketing in Demeniss.
16245964056274403589;The outlaw Gunder has been handed over to the guards.
16247400731424850177;Return to Ibano
16247891367013909648;Spring Green Dye
16247891367013909649;[Crafting Method]<br/>Required Tool: Cauldron<br/>Materials: {StaticInfo:MultiChange:Collection_Prop_Dyewater_0038:1}<br/>※ White Medicinal Herbs: False Starwort, Snapdragon, Dendrobium Orchid, etc.<br/><br/>A {Staticinfo:Item:Collection_Prop_Dyewater_0038} commonly used in Varnia.<br/>Oliver the Dyer will be able to recreate this color perfectly.
16247891367013909663;[Crafting Method]<br/>Required Tool: Cauldron<br/>Materials: {StaticInfo:MultiChange:Collection_Prop_Dyewater_0038:1}<br/>※ White Medicinal Herbs: False Starwort, Snapdragon, Dendrobium Orchid, etc.<br/><br/>A {Staticinfo:Item:Collection_Prop_Dyewater_0038} commonly used in Varnia.<br/>Oliver the Dyer will be able to recreate this color perfectly.
